Price,Retail Price Index,is_holiday,month,day_of_week
5.95,859.6,0,1,0
2.55,859.6,0,1,0
8.5,859.6,0,1,0
6.75,859.6,0,1,0
6.75,859.6,0,1,0
0.55,859.6,0,1,0
2.25,859.6,0,1,0
1.25,859.6,0,1,0
0.85,859.6,0,1,0
1.25,859.6,0,1,0
2.55,859.6,0,1,0
2.1,859.6,0,1,0
2.55,859.6,0,1,0
0.42,859.6,0,1,0
6.75,859.6,0,1,0
2.55,859.6,0,1,0
2.1,859.6,0,1,0
2.55,859.6,0,1,0
2.1,859.6,0,1,0
0.55,859.6,0,1,0
2.25,859.6,0,1,0
2.1,859.6,0,1,0
4.95,859.6,0,1,0
4.95,859.6,0,1,0
4.95,859.6,0,1,0
0.95,859.6,0,1,0
0.42,859.6,0,1,0
3.25,859.6,0,1,0
3.75,859.6,0,1,0
3.45,859.6,0,1,0
0.85,859.6,0,1,0
0.19,859.6,0,1,0
6.75,859.6,0,1,0
0.85,859.6,0,1,0
1.95,859.6,0,1,0
7.95,859.6,0,1,0
4.95,859.6,0,1,0
6.75,859.6,0,1,0
3.75,859.6,0,1,0
0.85,859.6,0,1,0
2.95,859.6,0,1,0
1.95,859.6,0,1,0
1.95,859.6,0,1,0
0.85,859.6,0,1,0
2.1,859.6,0,1,0
3.75,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
1.69,859.6,0,1,0
1.65,859.6,0,1,0
3.75,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
1.49,859.6,0,1,0
3.95,859.6,0,1,0
6.75,859.6,0,1,0
2.95,859.6,0,1,0
2.95,859.6,0,1,0
0.65,859.6,0,1,0
1.25,859.6,0,1,0
1.95,859.6,0,1,0
2.55,859.6,0,1,0
1.25,859.6,0,1,0
1.95,859.6,0,1,0
2.55,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
0.65,859.6,0,1,0
1.25,859.6,0,1,0
1.65,859.6,0,1,0
6.75,859.6,0,1,0
2.95,859.6,0,1,0
1.65,859.6,0,1,0
3.25,859.6,0,1,0
3.25,859.6,0,1,0
1.95,859.6,0,1,0
6.75,859.6,0,1,0
1.95,859.6,0,1,0
1.95,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.42,859.6,0,1,0
6.75,859.6,0,1,0
1.95,859.6,0,1,0
4.95,859.6,0,1,0
1.25,859.6,0,1,0
1.95,859.6,0,1,0
1.45,859.6,0,1,0
2.95,859.6,0,1,0
2.1,859.6,0,1,0
1.65,859.6,0,1,0
2.95,859.6,0,1,0
3.25,859.6,0,1,0
2.95,859.6,0,1,0
4.95,859.6,0,1,0
4.25,859.6,0,1,0
1.25,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
2.1,859.6,0,1,0
1.65,859.6,0,1,0
1.65,859.6,0,1,0
0.29,859.6,0,1,0
1.65,859.6,0,1,0
2.1,859.6,0,1,0
4.95,859.6,0,1,0
0.85,859.6,0,1,0
1.65,859.6,0,1,0
2.55,859.6,0,1,0
1.25,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
3.95,859.6,0,1,0
0.65,859.6,0,1,0
4.95,859.6,0,1,0
2.1,859.6,0,1,0
1.25,859.6,0,1,0
0.65,859.6,0,1,0
1.25,859.6,0,1,0
1.65,859.6,0,1,0
0.85,859.6,0,1,0
1.25,859.6,0,1,0
2.55,859.6,0,1,0
2.55,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
5.95,859.6,0,1,0
1.65,859.6,0,1,0
0.85,859.6,0,1,0
2.95,859.6,0,1,0
6.75,859.6,0,1,0
0.85,859.6,0,1,0
0.95,859.6,0,1,0
1.25,859.6,0,1,0
2.1,859.6,0,1,0
2.95,859.6,0,1,0
2.1,859.6,0,1,0
1.65,859.6,0,1,0
0.29,859.6,0,1,0
0.65,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
2.95,859.6,0,1,0
2.1,859.6,0,1,0
2.95,859.6,0,1,0
2.95,859.6,0,1,0
2.95,859.6,0,1,0
0.65,859.6,0,1,0
0.65,859.6,0,1,0
0.65,859.6,0,1,0
2.1,859.6,0,1,0
1.25,859.6,0,1,0
1.65,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
1.25,859.6,0,1,0
7.95,859.6,0,1,0
1.95,859.6,0,1,0
1.95,859.6,0,1,0
1.95,859.6,0,1,0
1.95,859.6,0,1,0
1.25,859.6,0,1,0
2.95,859.6,0,1,0
2.55,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
2.95,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
2.95,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
2.95,859.6,0,1,0
1.25,859.6,0,1,0
7.95,859.6,0,1,0
3.75,859.6,0,1,0
1.25,859.6,0,1,0
3.75,859.6,0,1,0
1.65,859.6,0,1,0
4.95,859.6,0,1,0
1.65,859.6,0,1,0
2.1,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
0.42,859.6,0,1,0
3.75,859.6,0,1,0
5.49,859.6,0,1,0
0.42,859.6,0,1,0
3.75,859.6,0,1,0
0.42,859.6,0,1,0
0.42,859.6,0,1,0
0.42,859.6,0,1,0
1.65,859.6,0,1,0
1.65,859.6,0,1,0
2.1,859.6,0,1,0
2.1,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
2.1,859.6,0,1,0
0.42,859.6,0,1,0
4.95,859.6,0,1,0
6.75,859.6,0,1,0
0.65,859.6,0,1,0
1.25,859.6,0,1,0
1.95,859.6,0,1,0
2.95,859.6,0,1,0
0.42,859.6,0,1,0
0.85,859.6,0,1,0
2.1,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
0.42,859.6,0,1,0
0.42,859.6,0,1,0
0.42,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
0.85,859.6,0,1,0
3.75,859.6,0,1,0
3.75,859.6,0,1,0
2.1,859.6,0,1,0
6.75,859.6,0,1,0
4.25,859.6,0,1,0
0.42,859.6,0,1,0
2.1,859.6,0,1,0
3.75,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
6.75,859.6,0,1,0
1.69,859.6,0,1,0
0.85,859.6,0,1,0
3.75,859.6,0,1,0
4.25,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
0.19,859.6,0,1,0
0.42,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
7.95,859.6,0,1,0
7.95,859.6,0,1,0
6.75,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
5.95,859.6,0,1,0
1.95,859.6,0,1,0
4.65,859.6,0,1,0
2.55,859.6,0,1,0
3.75,859.6,0,1,0
2.95,859.6,0,1,0
3.45,859.6,0,1,0
1.65,859.6,0,1,0
2.95,859.6,0,1,0
2.1,859.6,0,1,0
4.25,859.6,0,1,0
2.9500000000000006,859.6,0,1,0
0.85,859.6,0,1,0
4.25,859.6,0,1,0
3.75,859.6,0,1,0
6.75,859.6,0,1,0
2.55,859.6,0,1,0
3.75,859.6,0,1,0
1.95,859.6,0,1,0
1.45,859.6,0,1,0
1.45,859.6,0,1,0
3.7833333333333337,859.6,0,1,0
0.85,859.6,0,1,0
1.25,859.6,0,1,0
3.75,859.6,0,1,0
1.95,859.6,0,1,0
1.45,859.6,0,1,0
1.25,859.6,0,1,0
0.85,859.6,0,1,0
1.25,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
2.1,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
1.95,859.6,0,1,0
1.65,859.6,0,1,0
0.85,859.6,0,1,0
1.65,859.6,0,1,0
1.25,859.6,0,1,0
0.42,859.6,0,1,0
6.75,859.6,0,1,0
1.25,859.6,0,1,0
4.95,859.6,0,1,0
0.85,859.6,0,1,0
0.79,859.6,0,1,0
1.65,859.6,0,1,0
3.45,859.6,0,1,0
1.65,859.6,0,1,0
0.42,859.6,0,1,0
1.45,859.6,0,1,0
1.25,859.6,0,1,0
4.95,859.6,0,1,0
2.4,859.6,0,1,0
5.95,859.6,0,1,0
0.85,859.6,0,1,0
1.55,859.6,0,1,0
2.55,859.6,0,1,0
3.75,859.6,0,1,0
1.95,859.6,0,1,0
1.25,859.6,0,1,0
4.716666666666667,859.6,0,1,0
1.65,859.6,0,1,0
1.25,859.6,0,1,0
0.55,859.6,0,1,0
0.42,859.6,0,1,0
4.5,859.6,0,1,0
2.55,859.6,0,1,0
1.65,859.6,0,1,0
1.25,859.6,0,1,0
0.55,859.6,0,1,0
0.42,859.6,0,1,0
4.25,859.6,0,1,0
0.42,859.6,0,1,0
4.25,859.6,0,1,0
1.25,859.6,0,1,0
2.1,859.6,0,1,0
0.55,859.6,0,1,0
2.1,859.6,0,1,0
0.42,859.6,0,1,0
1.25,859.6,0,1,0
7.283333333333334,859.6,0,1,0
6.95,859.6,0,1,0
1.69,859.6,0,1,0
5.95,859.6,0,1,0
3.95,859.6,0,1,0
1.65,859.6,0,1,0
3.25,859.6,0,1,0
1.65,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
4.65,859.6,0,1,1
6.75,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
0.85,859.6,0,1,1
2.95,859.6,0,1,1
1.65,859.6,0,1,1
2.1,859.6,0,1,1
7.95,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
0.85,859.6,0,1,1
2.1,859.6,0,1,1
2.1,859.6,0,1,1
4.25,859.6,0,1,1
2.1,859.6,0,1,1
1.45,859.6,0,1,1
1.25,859.6,0,1,1
7.95,859.6,0,1,1
7.95,859.6,0,1,1
1.95,859.6,0,1,1
0.95,859.6,0,1,1
4.25,859.6,0,1,1
4.25,859.6,0,1,1
1.65,859.6,0,1,1
0.55,859.6,0,1,1
4.25,859.6,0,1,1
3.95,859.6,0,1,1
1.65,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
0.55,859.6,0,1,1
3.75,859.6,0,1,1
6.75,859.6,0,1,1
2.1,859.6,0,1,1
1.65,859.6,0,1,1
2.95,859.6,0,1,1
2.55,859.6,0,1,1
3.75,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
1.45,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
1.65,859.6,0,1,1
3.75,859.6,0,1,1
0.19,859.6,0,1,1
2.1,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
2.1,859.6,0,1,1
2.55,859.6,0,1,1
3.75,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
1.65,859.6,0,1,1
0.42,859.6,0,1,1
4.65,859.6,0,1,1
1.65,859.6,0,1,1
2.1,859.6,0,1,1
5.95,859.6,0,1,1
1.45,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
1.45,859.6,0,1,1
2.55,859.6,0,1,1
0.42,859.6,0,1,1
6.35,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
8.5,859.6,0,1,1
1.49,859.6,0,1,1
1.65,859.6,0,1,1
5.95,859.6,0,1,1
4.95,859.6,0,1,1
1.6499999999999997,859.6,0,1,1
0.42,859.6,0,1,1
5.95,859.6,0,1,1
0.65,859.6,0,1,1
5.949999999999999,859.6,0,1,1
0.42,859.6,0,1,1
2.95,859.6,0,1,1
0.42,859.6,0,1,1
5.95,859.6,0,1,1
1.65,859.6,0,1,1
1.25,859.6,0,1,1
0.55,859.6,0,1,1
0.55,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
2.55,859.6,0,1,1
8.5,859.6,0,1,1
0.42,859.6,0,1,1
4.95,859.6,0,1,1
1.25,859.6,0,1,1
0.42,859.6,0,1,1
2.55,859.6,0,1,1
3.25,859.6,0,1,1
0.85,859.6,0,1,1
1.6499999999999997,859.6,0,1,1
2.55,859.6,0,1,1
8.5,859.6,0,1,1
1.25,859.6,0,1,1
1.45,859.6,0,1,1
3.25,859.6,0,1,1
0.42,859.6,0,1,1
2.1,859.6,0,1,1
3.25,859.6,0,1,1
0.42,859.6,0,1,1
3.25,859.6,0,1,1
4.25,859.6,0,1,1
3.25,859.6,0,1,1
2.55,859.6,0,1,1
1.25,859.6,0,1,1
3.95,859.6,0,1,1
0.65,859.6,0,1,1
3.9500000000000006,859.6,0,1,1
8.5,859.6,0,1,1
0.85,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
0.21,859.6,0,1,1
7.95,859.6,0,1,1
4.95,859.6,0,1,1
1.69,859.6,0,1,1
2.55,859.6,0,1,1
8.5,859.6,0,1,1
1.69,859.6,0,1,1
0.65,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
3.75,859.6,0,1,1
1.65,859.6,0,1,1
1.25,859.6,0,1,1
1.69,859.6,0,1,1
0.85,859.6,0,1,1
1.49,859.6,0,1,1
0.38,859.6,0,1,1
0.42,859.6,0,1,1
7.95,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
4.95,859.6,0,1,1
0.85,859.6,0,1,1
4.25,859.6,0,1,1
2.95,859.6,0,1,1
3.75,859.6,0,1,1
3.75,859.6,0,1,1
1.65,859.6,0,1,1
1.65,859.6,0,1,1
1.65,859.6,0,1,1
1.45,859.6,0,1,1
1.25,859.6,0,1,1
0.42,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
6.75,859.6,0,1,1
3.75,859.6,0,1,1
3.75,859.6,0,1,1
1.65,859.6,0,1,1
5.95,859.6,0,1,1
1.25,859.6,0,1,1
1.95,859.6,0,1,1
2.55,859.6,0,1,1
4.6,859.6,0,1,1
0.65,859.6,0,1,1
6.95,859.6,0,1,1
2.55,859.6,0,1,1
0.85,859.6,0,1,1
1.95,859.6,0,1,1
4.95,859.6,0,1,1
1.95,859.6,0,1,1
1.6499999999999997,859.6,0,1,1
2.95,859.6,0,1,1
3.7833333333333337,859.6,0,1,1
1.25,859.6,0,1,1
0.55,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
1.6499999999999997,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
2.95,859.6,0,1,1
1.65,859.6,0,1,1
1.45,859.6,0,1,1
0.55,859.6,0,1,1
4.95,859.6,0,1,1
4.95,859.6,0,1,1
4.95,859.6,0,1,1
1.25,859.6,0,1,1
3.75,859.6,0,1,1
8.5,859.6,0,1,1
2.55,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
3.75,859.6,0,1,1
0.85,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
1.65,859.6,0,1,1
4.25,859.6,0,1,1
5.95,859.6,0,1,1
1.95,859.6,0,1,1
1.25,859.6,0,1,1
3.25,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
7.95,859.6,0,1,1
3.95,859.6,0,1,1
5.45,859.6,0,1,1
0.85,859.6,0,1,1
2.95,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
6.75,859.6,0,1,1
2.1,859.6,0,1,1
1.95,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
1.65,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
4.95,859.6,0,1,1
4.65,859.6,0,1,1
1.49,859.6,0,1,1
3.75,859.6,0,1,1
1.45,859.6,0,1,1
0.42,859.6,0,1,1
1.45,859.6,0,1,1
5.95,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
0.42,859.6,0,1,1
1.95,859.6,0,1,1
6.95,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
0.42,859.6,0,1,1
2.1,859.6,0,1,1
3.75,859.6,0,1,1
1.95,859.6,0,1,1
0.85,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
3.75,859.6,0,1,1
3.75,859.6,0,1,1
3.35,859.6,0,1,1
0.42,859.6,0,1,1
1.65,859.6,0,1,1
0.85,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
0.42,859.6,0,1,1
5.95,859.6,0,1,1
5.95,859.6,0,1,1
0.85,859.6,0,1,1
2.95,859.6,0,1,1
6.75,859.6,0,1,1
0.42,859.6,0,1,1
5.95,859.6,0,1,1
2.55,859.6,0,1,1
6.75,859.6,0,1,1
0.42,859.6,0,1,1
6.75,859.6,0,1,1
0.915,859.6,0,1,1
2.55,859.6,0,1,1
1.95,859.6,0,1,1
6.75,859.6,0,1,1
4.25,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
1.25,859.6,0,1,1
3.5700000000000003,859.6,0,1,1
0.42,859.6,0,1,1
0.42,859.6,0,1,1
5.45,859.6,0,1,1
6.75,859.6,0,1,1
0.85,859.6,0,1,1
6.75,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
3.75,859.6,0,1,1
6.590000000000001,859.6,0,1,1
2.1,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
6.75,859.6,0,1,1
3.75,859.6,0,1,1
6.95,859.6,0,1,1
0.65,859.6,0,1,1
2.1,859.6,0,1,1
0.79,859.6,0,1,1
2.1,859.6,0,1,1
2.1,859.6,0,1,1
2.55,859.6,0,1,1
1.25,859.6,0,1,1
4.25,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
1.65,859.6,0,1,1
2.95,859.6,0,1,1
4.95,859.6,0,1,1
0.55,859.6,0,1,1
2.95,859.6,0,1,1
5.95,859.6,0,1,1
1.65,859.6,0,1,1
1.25,859.6,0,1,1
4.25,859.6,0,1,1
0.85,859.6,0,1,1
4.25,859.6,0,1,1
4.25,859.6,0,1,1
2.55,859.6,0,1,1
2.1,859.6,0,1,1
3.39,859.6,0,1,1
5.95,859.6,0,1,1
5.95,859.6,0,1,1
5.95,859.6,0,1,1
4.25,859.6,0,1,1
5.95,859.6,0,1,1
0.85,859.6,0,1,1
2.1,859.6,0,1,1
1.95,859.6,0,1,1
1.95,859.6,0,1,1
7.783333333333334,859.6,0,1,1
2.9500000000000006,859.6,0,1,1
3.75,859.6,0,1,1
3.75,859.6,0,1,1
2.95,859.6,0,1,1
5.95,859.6,0,1,1
2.95,859.6,0,1,1
1.25,859.6,0,1,1
2.55,859.6,0,1,1
7.95,859.6,0,1,1
8.5,859.6,0,1,1
2.1,859.6,0,1,1
6.75,859.6,0,1,1
4.95,859.6,0,1,1
3.75,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
4.95,859.6,0,1,1
0.55,859.6,0,1,1
1.25,859.6,0,1,1
5.95,859.6,0,1,1
2.55,859.6,0,1,1
0.42,859.6,0,1,1
0.55,859.6,0,1,1
1.65,859.6,0,1,1
1.25,859.6,0,1,1
0.65,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
2.1,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
5.95,859.6,0,1,1
2.95,859.6,0,1,1
6.483333333333333,859.6,0,1,1
4.95,859.6,0,1,1
1.25,859.6,0,1,1
0.65,859.6,0,1,1
2.55,859.6,0,1,1
4.95,859.6,0,1,1
2.1,859.6,0,1,1
1.25,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
2.55,859.6,0,1,1
2.55,859.6,0,1,1
2.1,859.6,0,1,1
2.1,859.6,0,1,1
1.69,859.6,0,1,1
1.25,859.6,0,1,1
0.65,859.6,0,1,1
5.95,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
4.95,859.6,0,1,1
1.25,859.6,0,1,1
3.75,859.6,0,1,1
2.1,859.6,0,1,1
7.95,859.6,0,1,1
3.95,859.6,0,1,1
5.95,859.6,0,1,1
5.95,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
1.69,859.6,0,1,1
2.95,859.6,0,1,1
2.1,859.6,0,1,1
2.1,859.6,0,1,1
1.95,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
2.95,859.6,0,1,1
1.95,859.6,0,1,1
1.95,859.6,0,1,1
1.25,859.6,0,1,1
1.65,859.6,0,1,1
2.55,859.6,0,1,1
1.25,859.6,0,1,1
2.9500000000000006,859.6,0,1,1
0.55,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
1.95,859.6,0,1,1
1.95,859.6,0,1,1
0.55,859.6,0,1,1
2.95,859.6,0,1,1
4.083333333333333,859.6,0,1,1
2.1,859.6,0,1,1
1.69,859.6,0,1,1
4.25,859.6,0,1,1
1.55,859.6,0,1,1
0.65,859.6,0,1,1
0.65,859.6,0,1,1
4.25,859.6,0,1,1
2.1,859.6,0,1,1
2.1,859.6,0,1,1
0.55,859.6,0,1,1
2.1,859.6,0,1,1
3.95,859.6,0,1,1
0.42,859.6,0,1,1
2.95,859.6,0,1,1
0.915,859.6,0,1,1
4.95,859.6,0,1,1
2.95,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
4.95,859.6,0,1,1
0.85,859.6,0,1,1
2.95,859.6,0,1,1
0.85,859.6,0,1,1
4.65,859.6,0,1,1
0.85,859.6,0,1,1
7.95,859.6,0,1,1
0.85,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
1.65,859.6,0,1,1
2.55,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
1.25,859.6,0,1,1
2.55,859.6,0,1,1
1.95,859.6,0,1,1
0.95,859.6,0,1,1
3.95,859.6,0,1,1
6.75,859.6,0,1,1
1.65,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
0.55,859.6,0,1,1
1.25,859.6,0,1,1
2.55,859.6,0,1,1
1.45,859.6,0,1,1
2.55,859.6,0,1,1
1.25,859.6,0,1,1
4.8100000000000005,859.6,0,1,1
2.7,859.6,0,1,1
2.95,859.6,0,1,1
1.25,859.6,0,1,1
6.75,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
2.1,859.6,0,1,1
5.95,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
4.95,859.6,0,1,1
1.95,859.6,0,1,1
7.95,859.6,0,1,1
1.25,859.6,0,1,1
5.95,859.6,0,1,1
5.95,859.6,0,1,1
7.95,859.6,0,1,1
2.95,859.6,0,1,1
3.75,859.6,0,1,1
1.95,859.6,0,1,1
2.95,859.6,0,1,1
3.75,859.6,0,1,1
1.25,859.6,0,1,1
4.6,859.6,0,1,1
1.95,859.6,0,1,1
8.5,859.6,0,1,1
1.69,859.6,0,1,1
1.49,859.6,0,1,1
5.95,859.6,0,1,1
1.49,859.6,0,1,1
1.45,859.6,0,1,1
1.25,859.6,0,1,1
1.45,859.6,0,1,1
1.95,859.6,0,1,1
5.95,859.6,0,1,1
4.95,859.6,0,1,1
2.95,859.6,0,1,1
1.69,859.6,0,1,1
1.25,859.6,0,1,1
1.25,859.6,0,1,1
1.69,859.6,0,1,1
1.25,859.6,0,1,1
0.85,859.6,0,1,1
0.85,859.6,0,1,1
1.45,859.6,0,1,2
5.95,859.6,0,1,2
1.65,859.6,0,1,2
3.1,859.6,0,1,2
1.25,859.6,0,1,2
0.42,859.6,0,1,2
1.25,859.6,0,1,2
0.42,859.6,0,1,2
4.25,859.6,0,1,2
1.25,859.6,0,1,2
1.25,859.6,0,1,2
5.95,859.6,0,1,2
4.95,859.6,0,1,2
1.25,859.6,0,1,2
3.75,859.6,0,1,2
2.95,859.6,0,1,2
2.95,859.6,0,1,2
0.38,859.6,0,1,2
1.95,859.6,0,1,2
1.25,859.6,0,1,2
1.45,859.6,0,1,2
0.29,859.6,0,1,2
2.1,859.6,0,1,2
6.95,859.6,0,1,2
